year_month,product_id,product_category,product_price,present_user_cnt,present_total_qty
2016-03-01,GGOEGOBG023599,Office,2.39,1,5
2016-03-01,GGOEGOCB017499,Notebooks & Journals,10.99,11,351
2016-03-01,GGOEGOCB017499,Notebooks & Journals,8.79,6,188
2016-03-01,GGOEGOCB078299,Notebooks & Journals,32.99,1,2
2016-03-01,GGOEGOCB078299,Notebooks & Journals,26.39,0,0
2016-03-01,GGOEGOCC017599,Notebooks & Journals,3.99,7,153
2016-03-01,GGOEGOCC017599,Notebooks & Journals,3.19,17,313
2016-03-01,GGOEGOCR017899,Notebooks & Journals,3.99,15,117
2016-03-01,GGOEGOCR017899,Notebooks & Journals,3.19,13,202
2016-03-01,GGOEGOLC014299,Notebooks & Journals,4.79,16,177
2016-03-01,GGOEGOLC014299,Notebooks & Journals,5.99,11,114
2016-03-01,GGOEGOXQ016399,Office,1.99,15,321
2016-03-01,GGOEGOXQ016399,Office,1.59,3,3
2016-03-01,GGOEWEBB082699,Electronics,6.99,10,22
2016-03-01,GGOEWEBB082699,Electronics,5.59,3,10
2016-03-01,GGOEYAAJ032513,Apparel,18.99,0,0
2016-03-01,GGOEYAAJ032513,Apparel,15.19,1,2
2016-03-01,GGOEYAAQ031713,Apparel,16.99,0,0
2016-03-01,GGOEYAAQ031713,Apparel,13.59,0,0
2016-03-01,GGOEYAYR068624,Apparel,15.19,1,1
2016-03-01,GGOEYAYR068624,Apparel,18.99,3,3
2016-03-01,GGOEYAYR068625,Apparel,15.19,1,2
2016-03-01,GGOEYAYR068625,Apparel,18.99,3,4
2016-03-01,GGOEYFKQ020699,Office,1.99,21,75
2016-03-01,GGOEYFKQ020699,Office,1.59,10,40
2016-03-01,GGOEYHPB072210,Headgear,10.99,31,71
2016-03-01,GGOEYHPB072210,Headgear,8.79,1,3
2016-03-01,GGOEYOLR080599,Office,7.99,5,7
2016-03-01,GGOEYOLR080599,Office,6.39,1,9
2016-03-01,GGOEAAAB034816,Apparel,19.99,2,6
2016-03-01,GGOEAAAB034816,Apparel,15.99,2,2
2016-03-01,GGOEAAAJ031915,Apparel,18.99,0,0
2016-03-01,GGOEAAAJ032414,Apparel,15.19,0,0
2016-03-01,GGOEAAAJ032414,Apparel,18.99,6,7
2016-03-01,GGOEAAEB030216,Apparel,19.99,1,4
2016-03-01,GGOEAAYC068724,Apparel,15.19,0,0
2016-03-01,GGOEAAYC068724,Apparel,18.99,3,3
2016-03-01,GGOEADHB014799,Drinkware,12.99,8,41
2016-03-01,GGOEADHB014799,Drinkware,10.39,2,2
2016-03-01,GGOEADHH015499,Drinkware,23.99,3,12
2016-03-01,GGOEADHH015499,Drinkware,19.19,0,0
2016-03-01,GGOEADHJ015599,Drinkware,23.99,3,3
2016-03-01,GGOEADHJ015599,Drinkware,19.19,0,0
2016-03-01,GGOEADWQ015699,Drinkware,12.99,0,0
2016-03-01,GGOEADWQ015699,Drinkware,10.39,1,23
2016-03-01,GGOEGAAB010514,Apparel,16.99,7,29
2016-03-01,GGOEGAAB010514,Apparel,13.59,2,3
2016-03-01,GGOEGAAB010515,Apparel,16.99,10,31
2016-03-01,GGOEGAAB010515,Apparel,13.59,3,6
2016-03-01,GGOEGAAB010516,Apparel,16.99,11,25
2016-03-01,GGOEGAAB010516,Apparel,13.59,0,0
2016-03-01,GGOEGAAB033814,Apparel,18.99,0,0
2016-03-01,GGOEGAAB033814,Apparel,15.19,1,2
2016-03-01,GGOEGAAB058916,Apparel,17.59,1,3
2016-03-01,GGOEGAAB058916,Apparel,21.99,4,6
2016-03-01,GGOEGAAJ032714,Apparel,19.99,2,3
2016-03-01,GGOEGAAJ032714,Apparel,15.99,0,0
2016-03-01,GGOEGAAJ080614,Apparel,15.99,6,7
2016-03-01,GGOEGAAJ080614,Apparel,19.99,2,5
2016-03-01,GGOEGAAJ080617,Apparel,19.99,2,5
2016-03-01,GGOEGAAJ080617,Apparel,15.99,1,4
2016-03-01,GGOEGAAL010614,Apparel,13.59,6,6
2016-03-01,GGOEGAAL010614,Apparel,16.99,7,7
2016-03-01,GGOEGAAQ010415,Apparel,16.99,6,6
2016-03-01,GGOEGAAQ010415,Apparel,13.59,10,53
2016-03-01,GGOEGAAQ057217,Apparel,49.99,3,3
2016-03-01,GGOEGADB056716,Apparel,98.99,0,0
2016-03-01,GGOEGADB056716,Apparel,79.19,0,0
2016-03-01,GGOEGADB057315,Apparel,74.99,1,1
2016-03-01,GGOEGADB057315,Apparel,59.99,0,0
2016-03-01,GGOEGADJ057115,Apparel,109.99,1,1
2016-03-01,GGOEGAEB027816,Apparel,16.99,0,0
2016-03-01,GGOEGAEC029114,Apparel,18.99,0,0
2016-03-01,GGOEGAEJ031316,Apparel,39.99,0,0
2016-03-01,GGOEGAEJ031316,Apparel,31.99,0,0
2016-03-01,GGOEGAEJ035314,Apparel,29.99,3,6
2016-03-01,GGOEGAEJ035314,Apparel,23.99,0,0
2016-03-01,GGOEGAFB035814,Apparel,55.99,9,13
2016-03-01,GGOEGAFB035814,Apparel,44.79,0,0
2016-03-01,GGOEGAFB035816,Apparel,55.99,3,6
2016-03-01,GGOEGAFB035816,Apparel,44.79,3,7
2016-03-01,GGOEGALB059916,Apparel,17.59,0,0
2016-03-01,GGOEGALH036715,Apparel,15.99,0,0
2016-03-01,GGOEGALL060013,Apparel,17.59,0,0
2016-03-01,GGOEGALL060014,Apparel,17.59,4,8
2016-03-01,GGOEGALL060014,Apparel,21.99,0,0
2016-03-01,GGOEGALP036317,Apparel,23.99,0,0
2016-03-01,GGOEGBJR018199,Bags,3.5,6,156
2016-03-01,GGOEGBJR018199,Bags,2.8,4,100
2016-03-01,GGOEGBMJ013399,Bags,4.99,10,195
2016-03-01,GGOEGBMJ013399,Bags,3.99,28,262
2016-03-01,GGOEGBRB013899,Bags,99.99,7,17
2016-03-01,GGOEGBRB013899,Bags,79.99,0,0
2016-03-01,GGOEGBRJ037299,Bags,99.99,0,0
2016-03-01,GGOEGBRJ037299,Bags,79.99,2,7
2016-03-01,GGOEGDHB072099,Drinkware,19.99,7,49
2016-03-01,GGOEGDHB072099,Drinkware,15.99,1,7
2016-03-01,GGOEGDHB072199,Drinkware,24.99,5,7
2016-03-01,GGOEGDHB072199,Drinkware,19.99,0,0
2016-03-01,GGOEGDHG014499,Drinkware,9.99,8,32
2016-03-01,GGOEGDHG014499,Drinkware,7.99,2,12
2016-03-01,GGOEGDHG082499,Drinkware,13.99,2,23
2016-03-01,GGOEGDHG082499,Drinkware,11.19,8,26
2016-03-01,GGOEGDHQ014899,Drinkware,24.99,13,16
2016-03-01,GGOEGDHQ014899,Drinkware,19.99,12,16
2016-03-01,GGOEGETB023799,Electronics,55.99,2,7
2016-03-01,GGOEGEVB070499,Electronics,49.99,7,10
2016-03-01,GGOEGEVB070499,Electronics,39.99,2,30
2016-03-01,GGOEGEVB070599,Electronics,145.99,3,3
2016-03-01,GGOEGEVB070599,Electronics,119.99,0,0
2016-03-01,GGOEGEVR014999,Electronics,34.99,0,0
2016-03-01,GGOEGEVR014999,Electronics,27.99,4,178
2016-03-01,GGOEGFKA022299,Office,1.5,9,73
2016-03-01,GGOEGFKA022299,Office,1.2,4,69
2016-03-01,GGOEGHGC019799,Lifestyle,3.5,11,212
2016-03-01,GGOEGHGC019799,Lifestyle,2.8,23,198
2016-03-01,GGOEGHGR019499,Lifestyle,2.8,16,92
2016-03-01,GGOEGHGR019499,Lifestyle,3.5,10,84
2016-03-01,GGOEGHGT019599,Lifestyle,3.5,4,38
2016-03-01,GGOEGHGT019599,Lifestyle,2.8,11,46
2016-03-01,GGOEGHPB080410,Headgear,18.99,2,11
2016-03-01,GGOEGHPB080410,Headgear,15.19,0,0
2016-03-01,GGOEGOAA017099,Office,3.19,11,115
2016-03-01,GGOEGOAA017099,Office,3.99,8,128
2016-03-01,GGOEGOAB015899,Office,1.5,3,261
2016-03-01,GGOEGOAB015899,Office,1.2,1,16
2016-03-01,GGOEGOAQ018099,Office,3.99,10,30
2016-03-01,GGOEGOAQ018099,Office,3.19,5,60
2016-03-01,GGOEGOAR021899,Office,1.25,2,57
2016-03-01,GGOEGOAR021899,Office,1.0,1,182
2016-03-01,GGOEGOCC077999,Office,9.99,5,62
2016-03-01,GGOEGOCC077999,Office,7.99,7,9
2016-03-01,GGOEGODR017799,Electronics,1.2,3,85
2016-03-01,GGOEGODR017799,Electronics,1.5,15,138
2016-03-01,GGOEGOFH020299,Office,1.99,15,347
2016-03-01,GGOEGOFH020299,Office,1.59,4,15
2016-03-01,GGOEWAAJ082814,Apparel,15.19,0,0
2016-03-01,GGOEYAAB031815,Apparel,13.59,0,0
2016-03-01,GGOEYAAB031815,Apparel,16.99,0,0
2016-03-01,GGOEYAAJ032514,Apparel,18.99,0,0
2016-03-01,GGOEYAAJ032514,Apparel,15.19,8,9
2016-03-01,GGOEYAAJ032515,Apparel,15.19,3,5
2016-03-01,GGOEYAAJ032515,Apparel,18.99,2,5
2016-03-01,GGOEYAAQ031715,Apparel,13.59,0,0
2016-03-01,GGOEYAAQ031715,Apparel,16.99,0,0
2016-03-01,GGOEYAEJ029013,Apparel,18.99,0,0
2016-03-01,GGOEYAEJ029013,Apparel,15.19,0,0
2016-03-01,GGOEYAWJ061448,Apparel,23.99,0,0
2016-03-01,GGOEYAWJ061448,Apparel,19.19,1,1
2016-03-01,GGOEYDHJ019399,Drinkware,7.99,17,41
2016-03-01,GGOEYDHJ019399,Drinkware,6.39,11,266
2016-03-01,GGOEYHPA003610,Headgear,24.99,3,5
2016-03-01,GGOEYOCR078099,Office,9.99,1,3
2016-03-01,GGOEYOCR078099,Office,7.99,1,19
2016-03-01,GGOEAAAB034817,Apparel,15.99,0,0
2016-03-01,GGOEAAAB034817,Apparel,19.99,2,2
2016-03-01,GGOEAAAB034915,Apparel,15.99,0,0
2016-03-01,GGOEAAAJ080814,Apparel,19.99,3,13
2016-03-01,GGOEAAAJ080814,Apparel,15.99,0,0
2016-03-01,GGOEAAEH035213,Apparel,29.99,0,0
2016-03-01,GGOEAAEJ029313,Apparel,15.19,0,0
2016-03-01,GGOEAAYJ068824,Apparel,15.19,1,1
2016-03-01,GGOEAAYJ068824,Apparel,18.99,1,1
2016-03-01,GGOEAAYJ068825,Apparel,15.19,2,4
2016-03-01,GGOEAFKQ020599,Office,2.39,18,77
2016-03-01,GGOEAFKQ020599,Office,2.99,7,57
2016-03-01,GGOEAOCH077899,Office,7.99,1,6
2016-03-01,GGOEAOCH077899,Office,9.99,0,0
2016-03-01,GGOEGAAB010517,Apparel,13.59,2,4
2016-03-01,GGOEGAAB010517,Apparel,16.99,1,17
2016-03-01,GGOEGAAJ032614,Apparel,18.99,0,0
2016-03-01,GGOEGAAJ032614,Apparel,15.19,0,0
2016-03-01,GGOEGAAJ073413,Apparel,15.19,0,0
2016-03-01,GGOEGAAJ073413,Apparel,18.99,0,0
2016-03-01,GGOEGAAJ073416,Apparel,15.19,2,5
2016-03-01,GGOEGADB056614,Apparel,52.07,4,7
2016-03-01,GGOEGAEC029113,Apparel,15.19,2,2
2016-03-01,GGOEGAEC029113,Apparel,18.99,0,0
2016-03-01,GGOEGAER029214,Apparel,15.19,0,0
2016-03-01,GGOEGAER029214,Apparel,18.99,1,2
2016-03-01,GGOEGAER033213,Apparel,24.99,1,1
2016-03-01,GGOEGAER033213,Apparel,19.99,1,1
2016-03-01,GGOEGALP036315,Apparel,19.19,1,2
2016-03-01,GGOEGAPB057817,Apparel,95.99,0,0
2016-03-01,GGOEGAPB057817,Apparel,83.99,1,1
2016-03-01,GGOEGAYQ068926,Apparel,35.2,1,1
2016-03-01,GGOEGDHC022999,Drinkware,17.59,3,14
2016-03-01,GGOEGDHC022999,Drinkware,21.99,0,0
2016-03-01,GGOEGDHJ023099,Drinkware,17.59,0,0
2016-03-01,GGOEGDHJ023099,Drinkware,21.99,0,0
2016-03-01,GGOEGEVB070699,Electronics,61.59,0,0
2016-03-01,GGOEGEVB070699,Electronics,76.99,0,0
2016-03-01,GGOEGOAQ012899,Office,2.0,2,22
2016-03-01,GGOEGOAQ012899,Office,2.5,10,149
2016-03-01,GGOEGOCT019199,Notebooks & Journals,7.99,16,174
2016-03-01,GGOEGOCT019199,Notebooks & Journals,9.99,11,12
2016-03-01,GGOEYAAB031817,Apparel,13.59,1,2
2016-03-01,GGOEYAAB031817,Apparel,16.99,0,0
2016-03-01,GGOEYAAJ032517,Apparel,15.19,1,2
2016-03-01,GGOEYAAJ032517,Apparel,18.99,0,0
2016-03-01,GGOEYAEB035614,Apparel,16.79,2,2
2016-03-01,GGOEYAEB035614,Apparel,20.99,0,0
2016-03-01,GGOEYAFB073115,Apparel,44.79,0,0
2016-03-01,GGOEYAYR068626,Apparel,15.19,0,0
2016-03-01,GGOEYAYR068626,Apparel,18.99,0,0
2016-03-01,GGOEYOCR077799,Notebooks & Journals,11.99,5,75
2016-03-01,GGOEYOCR077799,Notebooks & Journals,14.99,3,3
2016-03-01,GGOEYOLR018699,Notebooks & Journals,6.99,3,107
2016-03-01,GGOEYOLR018699,Notebooks & Journals,5.59,10,106
2016-03-01,GGOEAAAB034813,Apparel,19.99,2,4
2016-03-01,GGOEAAAB034814,Apparel,19.99,5,5
2016-03-01,GGOEAAAB034815,Apparel,19.99,1,2
2016-03-01,GGOEAAAB034815,Apparel,15.99,0,0
2016-03-01,GGOEAAAB034913,Apparel,19.99,0,0
2016-03-01,GGOEAAAB034913,Apparel,15.99,0,0
2016-03-01,GGOEAAAB034914,Apparel,19.99,0,0
2016-03-01,GGOEAAAB034914,Apparel,15.99,0,0
2016-03-01,GGOEAAAB034916,Apparel,19.99,1,2
2016-03-01,GGOEAAAB034916,Apparel,15.99,1,1
2016-03-01,GGOEAAAB034917,Apparel,19.99,0,0
2016-03-01,GGOEAAAB081017,Apparel,19.99,0,0
2016-03-01,GGOEAAAJ031913,Apparel,18.99,0,0
2016-03-01,GGOEAAAJ031914,Apparel,18.99,2,3
2016-03-01,GGOEAAAJ031916,Apparel,18.99,0,0
2016-03-01,GGOEAAAJ031916,Apparel,15.19,2,2
2016-03-01,GGOEAAAJ032413,Apparel,18.99,0,0
2016-03-01,GGOEAAAJ032415,Apparel,18.99,3,3
2016-03-01,GGOEAAAJ032416,Apparel,18.99,1,6
2016-03-01,GGOEAAAJ032913,Apparel,19.99,1,4
2016-03-01,GGOEAAAJ032914,Apparel,19.99,0,0
2016-03-01,GGOEAAAJ032915,Apparel,19.99,1,1
2016-03-01,GGOEAAAJ032916,Apparel,19.99,0,0
2016-03-01,GGOEAAAJ034513,Apparel,18.99,0,0
2016-03-01,GGOEAAAJ034514,Apparel,18.99,0,0
2016-03-01,GGOEAAAJ034514,Apparel,15.19,1,3
2016-03-01,GGOEAAEB031613,Apparel,24.99,6,6
2016-03-01,GGOEAAEB031614,Apparel,24.99,1,1
2016-03-01,GGOEAAEB031615,Apparel,24.99,2,3
2016-03-01,GGOEAAEB031615,Apparel,19.99,0,0
2016-03-01,GGOEAAEB031616,Apparel,24.99,2,3
2016-03-01,GGOEAAEJ035714,Apparel,20.99,2,3
2016-03-01,GGOEAAFB035915,Apparel,55.99,2,6
2016-03-01,GGOEAAWC061648,Apparel,23.99,0,0
2016-03-01,GGOEAAWC062449,Apparel,16.99,0,0
2016-03-01,GGOEAAWC062449,Apparel,13.59,0,0
2016-03-01,GGOEAAWJ062548,Apparel,16.99,0,0
2016-03-01,GGOEAAWT061748,Apparel,23.99,3,3
2016-03-01,GGOEAAWT061748,Apparel,19.19,1,1
2016-03-01,GGOEGAAB033813,Apparel,18.99,0,0
2016-03-01,GGOEGAAB033816,Apparel,18.99,2,3
2016-03-01,GGOEGAAB058913,Apparel,21.99,2,3
2016-03-01,GGOEGAAB058914,Apparel,21.99,0,0
2016-03-01,GGOEGAAB058914,Apparel,17.59,2,5
2016-03-01,GGOEGAAH034013,Apparel,18.99,0,0
2016-03-01,GGOEGAAH034014,Apparel,18.99,3,3
2016-03-01,GGOEGAAH034017,Apparel,18.99,0,0
2016-03-01,GGOEGAAJ032317,Apparel,15.19,0,0
2016-03-01,GGOEGAAJ032613,Apparel,18.99,0,0
2016-03-01,GGOEGAAJ032616,Apparel,18.99,4,4
2016-03-01,GGOEGAAJ032616,Apparel,15.19,0,0
2016-03-01,GGOEGAAJ032617,Apparel,18.99,6,6
2016-03-01,GGOEGAAJ032617,Apparel,15.19,0,0
2016-03-01,GGOEGAAJ032713,Apparel,19.99,0,0
2016-03-01,GGOEGAAJ032715,Apparel,19.99,0,0
2016-03-01,GGOEGAAJ032715,Apparel,15.99,0,0
2016-03-01,GGOEGAAJ032716,Apparel,19.99,1,2
2016-03-01,GGOEGAAJ032716,Apparel,15.99,0,0
2016-03-01,GGOEGAAJ059113,Apparel,21.99,1,4
2016-03-01,GGOEGAAJ059114,Apparel,21.99,2,6
2016-03-01,GGOEGAAJ059114,Apparel,17.59,0,0
2016-03-01,GGOEGAAJ059115,Apparel,17.59,0,0
2016-03-01,GGOEGAAJ059116,Apparel,21.99,0,0
2016-03-01,GGOEGAAJ059116,Apparel,17.59,0,0
2016-03-01,GGOEGAAJ073014,Apparel,21.99,0,0
2016-03-01,GGOEGAAJ073016,Apparel,21.99,0,0
2016-03-01,GGOEGAAJ080715,Apparel,15.99,2,4
2016-03-01,GGOEGAAL010613,Apparel,16.99,6,6
2016-03-01,GGOEGAAL010617,Apparel,13.59,0,0
2016-03-01,GGOEGAAL059017,Apparel,17.59,0,0
2016-03-01,GGOEGAAL059017,Apparel,21.99,0,0
2016-03-01,GGOEGAAQ010413,Apparel,16.99,5,21
2016-03-01,GGOEGAAQ010413,Apparel,13.59,2,17
2016-03-01,GGOEGAAQ010416,Apparel,16.99,3,7
2016-03-01,GGOEGAAQ010416,Apparel,13.59,8,17
2016-03-01,GGOEGAAQ057216,Apparel,49.99,2,2
2016-03-01,GGOEGAAR010713,Apparel,16.99,0,0
2016-03-01,GGOEGAAR010713,Apparel,13.59,0,0
2016-03-01,GGOEGAAR010715,Apparel,16.99,4,4
2016-03-01,GGOEGAAR010715,Apparel,13.59,2,12
2016-03-01,GGOEGADJ056815,Apparel,76.99,2,6
2016-03-01,GGOEGADJ056815,Apparel,61.59,0,0
2016-03-01,GGOEGAEA030414,Apparel,19.99,1,1
2016-03-01,GGOEGAEA030416,Apparel,19.99,1,5
2016-03-01,GGOEGAEA030416,Apparel,15.99,3,4
2016-03-01,GGOEGAEC033113,Apparel,24.99,0,0
2016-03-01,GGOEGAEC033113,Apparel,19.99,0,0
2016-03-01,GGOEGAEC033115,Apparel,24.99,0,0
2016-03-01,GGOEGAEC033115,Apparel,19.99,0,0
2016-03-01,GGOEGAEJ030713,Apparel,24.99,0,0
2016-03-01,GGOEGAEJ030714,Apparel,24.99,4,11
2016-03-01,GGOEGAEJ030714,Apparel,19.99,1,2
2016-03-01,GGOEGAEJ030715,Apparel,24.99,0,0
2016-03-01,GGOEGAEJ030715,Apparel,19.99,0,0
2016-03-01,GGOEGAEJ030716,Apparel,24.99,1,1
2016-03-01,GGOEGAEJ030716,Apparel,19.99,1,2
2016-03-01,GGOEGAEJ033313,Apparel,34.99,1,2
2016-03-01,GGOEGAEJ033314,Apparel,34.99,0,0
2016-03-01,GGOEGAEJ033314,Apparel,27.99,0,0
2016-03-01,GGOEGAEJ033316,Apparel,34.99,0,0
2016-03-01,GGOEGAEJ033316,Apparel,27.99,0,0
2016-03-01,GGOEGAEJ035313,Apparel,29.99,1,4
2016-03-01,GGOEGAEJ035315,Apparel,29.99,0,0
2016-03-01,GGOEGAEJ035315,Apparel,23.99,2,6
2016-03-01,GGOEGAEJ035317,Apparel,29.99,1,3
2016-03-01,GGOEGAER035514,Apparel,20.99,0,0
2016-03-01,GGOEGAER035515,Apparel,20.99,1,2
2016-03-01,GGOEGAER035515,Apparel,16.79,2,2
2016-03-01,GGOEGAFB035817,Apparel,44.79,0,0
2016-03-01,GGOEGAFB035817,Apparel,55.99,2,2
2016-03-01,GGOEGAFJ036215,Apparel,51.99,0,0
