year_month,product_id,product_price,present_user_cnt,present_total_qty
2016-03-01,GGOEGAFB035815,134.37,1,10
2016-03-01,GGOEGALB034115,18.99,0,0
2016-03-01,GGOEGALB059913,17.59,2,2
2016-03-01,GGOEGALJ036415,23.99,0,0
2016-03-01,GGOEGALJ060113,17.59,1,1
2016-03-01,GGOEGALJ060113,52.77,2,4
2016-03-01,GGOEGALJ073317,18.99,1,1
2016-03-01,GGOEGALJ073317,37.98,1,1
2016-03-01,GGOEGALJ073317,474.75,0,0
2016-03-01,GGOEGALP036314,19.19,2,8
2016-03-01,GGOEGALP036315,19.19,4,6
2016-03-01,GGOEGALQ034214,15.19,0,0
2016-03-01,GGOEGALQ034214,18.99,0,0
2016-03-01,GGOEGALQ034214,56.97,1,4
2016-03-01,GGOEGAPB057614,172.78,1,1
2016-03-01,GGOEGAPB058215,59.99,2,3
2016-03-01,GGOEGAPB058216,74.99,1,3
2016-03-01,GGOEGAQB036014,44.79,10,12
2016-03-01,GGOEGAQB036014,55.99,0,0
2016-03-01,GGOEGAQB036015,55.99,0,0
2016-03-01,GGOEGAQB036015,44.79,1,7
2016-03-01,GGOEGAWC062848,30.39,5,7
2016-03-01,GGOEGAWC062848,37.99,3,4
2016-03-01,GGOEGAWC062850,30.39,0,0
2016-03-01,GGOEGAWN062748,60.78,1,3
2016-03-01,GGOEGAWN062748,30.39,0,0
2016-03-01,GGOEGAWN062748,37.99,1,5
2016-03-01,GGOEGAWN062750,30.39,6,6
2016-03-01,GGOEGAWN062750,37.99,4,4
2016-03-01,GGOEGAWR061048,23.99,1,2
2016-03-01,GGOEGAWR061048,71.97,1,5
2016-03-01,GGOEGAWR061048,19.19,0,0
2016-03-01,GGOEGAXL065928,19.19,1,4
2016-03-01,GGOEGAXL065928,431.82,1,16
2016-03-01,GGOEGAXQ067128,13.59,1,3
2016-03-01,GGOEGAXQ067128,16.99,0,0
2016-03-01,GGOEGAYH067925,15.19,0,0
2016-03-01,GGOEGAYH067926,15.19,2,5
2016-03-01,GGOEGAYH068425,15.19,1,2
2016-03-01,GGOEGBCR024399,13.99,6,6
2016-03-01,GGOEGBCR024399,27.98,3,4
2016-03-01,GGOEGBCR024399,44.76,0,0
2016-03-01,GGOEGBCR024399,78.33,4,8
2016-03-01,GGOEGBCR024399,167.85,2,15
2016-03-01,GGOEGBCR024399,55.95,1,2
2016-03-01,GGOEGBCR024399,335.7,1,102
2016-03-01,GGOEGBCR024399,11.19,0,0
2016-03-01,GGOEGBCR024399,69.95,1,7
2016-03-01,GGOEGBJC019999,3.99,2,5
2016-03-01,GGOEGBJC019999,4.99,7,7
2016-03-01,GGOEGBJC019999,14.97,3,10
2016-03-01,GGOEGBJC019999,79.8,2,22
2016-03-01,GGOEGBJC019999,9.98,5,15
2016-03-01,GGOEGBJC019999,91.77,1,19
2016-03-01,GGOEGBJC019999,23.94,1,6
2016-03-01,GGOEGBJC019999,31.92,1,13
2016-03-01,GGOEGBJC019999,84.83,1,15
2016-03-01,GGOEGBJC019999,39.9,2,31
2016-03-01,GGOEGBJC019999,24.95,1,6
2016-03-01,GGOEGBJC019999,19.96,3,7
2016-03-01,GGOEGBJC019999,124.75,1,25
2016-03-01,GGOEGBJC019999,7.98,1,1
2016-03-01,GGOEGBJC019999,399.2,1,166
2016-03-01,GGOEGBJC019999,11.97,3,3
2016-03-01,GGOEGBJC019999,19.95,0,0
2016-03-01,GGOEGBJL013999,25.58,0,0
2016-03-01,GGOEGBJL013999,38.37,0,0
2016-03-01,GGOEGBJL013999,12.79,8,11
2016-03-01,GGOEGBJL013999,15.99,6,8
2016-03-01,GGOEGBJL013999,51.16,1,16
2016-03-01,GGOEGBJL013999,127.9,0,0
2016-03-01,GGOEGBJL013999,31.98,0,0
2016-03-01,GGOEGBJL013999,191.85,0,0
2016-03-01,GGOEGBJL013999,479.7,1,53
2016-03-01,GGOEGBJL013999,63.95,3,17
2016-03-01,GGOEGBJL013999,204.64,1,14
2016-03-01,GGOEGBJL013999,47.97,1,5
2016-03-01,GGOEGBMJ013399,7.98,4,4
2016-03-01,GGOEGBMJ013399,9.98,1,3
2016-03-01,GGOEGBMJ013399,24.95,0,0
2016-03-01,GGOEGBMJ013399,15.96,0,0
2016-03-01,GGOEGBMJ013399,59.85,1,20
2016-03-01,GGOEGBMJ013399,14.97,0,0
2016-03-01,GGOEGBMJ013399,51.87,1,15
2016-03-01,GGOEGBMJ013399,74.85,1,19
2016-03-01,GGOEGBMJ013399,4.99,0,0
2016-03-01,GGOEGBMJ013399,19.95,0,0
2016-03-01,GGOEGBMJ013399,159.68,4,120
2016-03-01,GGOEGBMJ013399,23.94,2,12
2016-03-01,GGOEGBMJ013399,39.9,3,34
2016-03-01,GGOEGBMJ013399,99.8,3,42
2016-03-01,GGOEGBMJ013399,174.65,0,0
2016-03-01,GGOEGBMJ013399,99.75,3,88
2016-03-01,GGOEGBMJ013399,11.97,0,0
2016-03-01,GGOEGBMJ013399,139.65,1,108
2016-03-01,GGOEGBMJ013399,31.92,2,19
2016-03-01,GGOEGBMJ013399,47.88,0,0
2016-03-01,GGOEGBMJ013399,159.6,0,0
2016-03-01,GGOEGBMJ013399,127.68,0,0
2016-03-01,GGOEGBMJ013399,3.99,5,7
2016-03-01,GGOEGBMJ013399,623.75,0,0
2016-03-01,GGOEGBMJ013399,499.0,0,0
2016-03-01,GGOEGBMJ013399,79.8,1,47
2016-03-01,GGOEGBRJ037299,199.98,0,0
2016-03-01,GGOEGBRJ037299,99.99,14,16
2016-03-01,GGOEGBRJ037299,79.99,10,12
2016-03-01,GGOEGBRJ037399,55.99,5,8
2016-03-01,GGOEGBRJ037399,69.99,16,24
2016-03-01,GGOEGBRJ037399,111.98,0,0
2016-03-01,GGOEGBRJ037399,167.97,0,0
2016-03-01,GGOEGBRJ037399,139.98,1,30
2016-03-01,GGOEGBRJ037399,727.87,3,27
2016-03-01,GGOEGCBC074299,4.99,0,0
2016-03-01,GGOEGCBC074299,14.97,0,0
2016-03-01,GGOEGCBC074299,74.85,1,12
2016-03-01,GGOEGCBC074299,49.9,1,8
2016-03-01,GGOEGCBC074299,499.0,1,91
2016-03-01,GGOEGCBC074299,9.98,2,5
2016-03-01,GGOEGCBQ016499,25.0,1,9
2016-03-01,GGOEGCBQ016499,2.5,3,3
2016-03-01,GGOEGCBQ016499,62.5,1,36
2016-03-01,GGOEGCBQ016499,50.0,4,45
2016-03-01,GGOEGCBQ016499,10.0,1,6
2016-03-01,GGOEGCBQ016499,2.0,1,3
2016-03-01,GGOEGCBQ016499,37.5,3,18
2016-03-01,GGOEGCBQ016499,60.0,3,30
2016-03-01,GGOEGCBQ016499,70.0,0,0
2016-03-01,GGOEGCBQ016499,75.0,2,29
2016-03-01,GGOEGCBQ016499,16.0,1,5
2016-03-01,GGOEGCBQ016499,87.5,2,35
2016-03-01,GGOEGCBQ016499,5.0,1,2
2016-03-01,GGOEGCBQ016499,20.0,0,0
2016-03-01,GGOEGCKQ013199,99.5,1,141
2016-03-01,GGOEGCKQ013199,9.95,0,0
2016-03-01,GGOEGCKQ013199,1.99,0,0
2016-03-01,GGOEGCKQ013199,5.97,2,19
2016-03-01,GGOEGCKQ013199,79.6,0,0
2016-03-01,GGOEGCKQ013199,7.95,1,9
2016-03-01,GGOEGCKQ013199,69.65,1,34
2016-03-01,GGOEGCKQ013199,15.9,5,45
2016-03-01,GGOEGCKQ013199,199.0,0,0
2016-03-01,GGOEGDHC018299,7.17,1,2
2016-03-01,GGOEGDHC018299,29.9,6,25
2016-03-01,GGOEGDHC018299,59.8,5,66
2016-03-01,GGOEGDHC018299,598.0,1,207
2016-03-01,GGOEGDHC018299,11.95,4,45
2016-03-01,GGOEGDHC018299,179.25,0,0
2016-03-01,GGOEGDHC018299,2.99,0,0
2016-03-01,GGOEGDHC018299,119.5,3,87
2016-03-01,GGOEGDHC018299,149.5,1,160
2016-03-01,GGOEGDHC018299,2.39,2,8
2016-03-01,GGOEGDHC018299,8.97,1,15
2016-03-01,GGOEGDHC018299,95.68,4,163
2016-03-01,GGOEGDHC018299,14.34,1,4
2016-03-01,GGOEGDHC018299,23.9,3,20
2016-03-01,GGOEGDHC018299,119.6,1,50
2016-03-01,GGOEGDHC018299,71.7,0,0
2016-03-01,GGOEGDHC018299,9.56,1,5
2016-03-01,GGOEGDHC018299,74.75,1,26
2016-03-01,GGOEGDHC018299,4.78,1,8
2016-03-01,GGOEGDHC018299,38.87,0,0
2016-03-01,GGOEGDHC018299,239.0,2,99
2016-03-01,GGOEGDHC018299,14.95,0,0
2016-03-01,GGOEGDHC018299,23.92,1,11
2016-03-01,GGOEGDHC018299,191.2,0,0
2016-03-01,GGOEGDHC018299,11.96,3,3
2016-03-01,GGOEGDHC018299,35.88,0,0
2016-03-01,GGOEGDHC018299,83.65,1,55
2016-03-01,GGOEGDHC018299,47.8,0,0
2016-03-01,GGOEGDHC074099,30.38,2,11
2016-03-01,GGOEGDHC074099,56.97,1,3
2016-03-01,GGOEGDHC074099,18.99,8,24
2016-03-01,GGOEGDHC074099,15.19,18,21
2016-03-01,GGOEGDHC074099,60.76,4,10
2016-03-01,GGOEGDHC074099,182.28,3,15
2016-03-01,GGOEGDHC074099,151.9,0,0
2016-03-01,GGOEGDHC074099,75.95,2,9
2016-03-01,GGOEGDHC074099,91.14,2,3
2016-03-01,GGOEGDHC074099,273.42,1,12
2016-03-01,GGOEGDHC074099,303.8,0,0
2016-03-01,GGOEGDHC074099,949.5,0,0
2016-03-01,GGOEGDHC074099,474.75,1,31
2016-03-01,GGOEGDHC082299,11.19,1,5
2016-03-01,GGOEGDHC082299,44.76,2,5
2016-03-01,GGOEGDHC082299,335.7,1,66
2016-03-01,GGOEGDHC082299,27.98,1,2
2016-03-01,GGOEGDHC082299,33.57,2,10
2016-03-01,GGOEGDHC082299,13.99,0,0
2016-03-01,GGOEGDHC082299,22.38,1,2
2016-03-01,GGOEGDHC082299,349.75,1,25
2016-03-01,GGOEGDHG082499,11.19,4,9
2016-03-01,GGOEGDHG082499,13.99,0,0
2016-03-01,GGOEGDHG082499,209.85,2,13
2016-03-01,GGOEGDHG082499,55.95,1,3
2016-03-01,GGOEGDHG082499,145.47,0,0
2016-03-01,GGOEGDHG082499,1.119,4,94
2016-03-01,GGOEGDHG082499,33.57,0,0
2016-03-01,GGOEGDHG082499,89.52,1,8
2016-03-01,GGOEGDHG082499,27.98,0,0
2016-03-01,GGOEGDHG082499,134.28,4,13
2016-03-01,GGOEGDHG082499,22.38,0,0
2016-03-01,GGOEGDHG082499,67.14,0,0
2016-03-01,GGOEGDHG082499,97.93,0,0
2016-03-01,GGOEGDHJ082599,24.99,3,14
2016-03-01,GGOEGDHJ082599,1.299,0,0
2016-03-01,GGOEGDHJ082599,99.95,2,4
2016-03-01,GGOEGDHJ082599,19.99,3,6
2016-03-01,GGOEGDHJ082599,499.75,2,56
2016-03-01,GGOEGDHQ015399,19.99,12,34
2016-03-01,GGOEGDHQ015399,59.97,1,11
2016-03-01,GGOEGDHQ015399,24.99,15,15
2016-03-01,GGOEGDHQ015399,399.8,1,18
2016-03-01,GGOEGDHQ015399,299.85,1,57
2016-03-01,GGOEGDHQ015399,79.96,1,3
2016-03-01,GGOEGDHQ015399,199.9,2,40
2016-03-01,GGOEGDHQ015399,39.98,1,8
2016-03-01,GGOEGDHQ015399,99.95,0,0
2016-03-01,GGOEGDHQ015399,149.94,0,0
2016-03-01,GGOEGDHR018499,29.9,1,21
2016-03-01,GGOEGDHR018499,11.95,4,51
2016-03-01,GGOEGDHR018499,179.25,2,226
2016-03-01,GGOEGDHR018499,2.39,0,0
2016-03-01,GGOEGDHR018499,11.96,1,14
2016-03-01,GGOEGDHR018499,5.98,5,10
2016-03-01,GGOEGDHR018499,8.97,3,15
2016-03-01,GGOEGDHR018499,2.99,2,2
2016-03-01,GGOEGDHR018499,9.56,2,6
2016-03-01,GGOEGDHR018499,4.78,0,0
2016-03-01,GGOEGDHR018499,32.89,2,20
2016-03-01,GGOEGDHR018499,14.95,0,0
2016-03-01,GGOEGDHR018499,23.92,0,0
2016-03-01,GGOEGDHR018499,83.65,1,32
2016-03-01,GGOEGDHR018499,44.85,2,36
2016-03-01,GGOEGDHR018499,95.68,0,0
2016-03-01,GGOEGDHR018499,47.8,2,28
2016-03-01,GGOEGDHR018499,59.8,1,14
2016-03-01,GGOEGDHR018499,74.75,0,0
2016-03-01,GGOEGDWC020199,7.19,16,36
2016-03-01,GGOEGDWC020199,35.96,1,4
2016-03-01,GGOEGDWC020199,8.99,26,33
2016-03-01,GGOEGDWC020199,44.95,3,14
2016-03-01,GGOEGDWC020199,89.9,0,0
2016-03-01,GGOEGDWC020199,71.9,3,40
2016-03-01,GGOEGDWC020199,116.87,1,13
2016-03-01,GGOEGDWC020199,21.57,4,10
2016-03-01,GGOEGDWC020199,93.47,0,0
2016-03-01,GGOEGDWC020199,258.84,0,0
2016-03-01,GGOEGDWC020199,17.98,3,4
2016-03-01,GGOEGDWC020199,100.66,2,61
2016-03-01,GGOEGDWC020199,28.76,0,0
2016-03-01,GGOEGDWC020199,404.55,1,94
2016-03-01,GGOEGDWC020199,57.52,1,8
2016-03-01,GGOEGDWC020199,26.97,2,6
2016-03-01,GGOEGDWC020199,215.7,0,0
2016-03-01,GGOEGDWC020199,143.8,0,0
2016-03-01,GGOEGEHQ072499,114.95,3,6
2016-03-01,GGOEGEHQ072499,275.85,1,22
2016-03-01,GGOEGEHQ072499,367.8,2,24
2016-03-01,GGOEGEHQ072499,73.56,1,13
2016-03-01,GGOEGEHQ072499,22.99,0,0
2016-03-01,GGOEGESB015199,59.99,0,0
2016-03-01,GGOEGESB015199,119.98,2,14
2016-03-01,GGOEGETR014599,169.9,3,60
2016-03-01,GGOEGETR014599,84.95,0,0
2016-03-01,GGOEGETR014599,67.96,1,2
2016-03-01,GGOEGETR014599,254.85,0,0
2016-03-01,GGOEGETR014599,40.77,2,10
2016-03-01,GGOEGETR014599,33.98,1,8
2016-03-01,GGOEGETR014599,407.7,2,98
2016-03-01,GGOEGETR014599,176.67,1,40
2016-03-01,GGOEGETR014599,54.36,0,0
2016-03-01,GGOEGETR014599,13.59,2,3
2016-03-01,GGOEGFKQ020399,1.59,0,0
2016-03-01,GGOEGFKQ020399,1.99,59,90
2016-03-01,GGOEGFKQ020399,7.96,1,17
2016-03-01,GGOEGFKQ020399,9.54,3,24
2016-03-01,GGOEGFKQ020399,39.8,0,0
2016-03-01,GGOEGFKQ020399,15.9,2,38
2016-03-01,GGOEGFKQ020399,3.98,9,13
2016-03-01,GGOEGFKQ020399,3.18,0,0
2016-03-01,GGOEGFKQ020399,7.95,4,19
2016-03-01,GGOEGFKQ020399,159.0,1,201
2016-03-01,GGOEGFKQ020399,19.9,1,19
2016-03-01,GGOEGFKQ020399,49.75,0,0
2016-03-01,GGOEGFKQ020399,95.4,1,124
2016-03-01,GGOEGFKQ020399,47.7,1,47
2016-03-01,GGOEGFKQ020399,4.77,2,7
2016-03-01,GGOEGFKQ020399,31.8,1,21
2016-03-01,GGOEGFKQ020399,63.6,1,84
2016-03-01,GGOEGFKQ020399,39.75,2,50
2016-03-01,GGOEGFKQ020399,47.76,0,0
2016-03-01,GGOEGFKQ020399,99.5,1,53
2016-03-01,GGOEGFKQ020399,5.97,0,0
2016-03-01,GGOEGFKQ020799,4.78,0,0
2016-03-01,GGOEGFKQ020799,7.17,0,0
2016-03-01,GGOEGFKQ020799,2.39,4,10
2016-03-01,GGOEGFKQ020799,26.29,0,0
2016-03-01,GGOEGFKQ020799,2.99,11,13
2016-03-01,GGOEGFKQ020799,23.9,2,6
2016-03-01,GGOEGFKQ020799,8.97,2,5
2016-03-01,GGOEGFKQ020799,35.85,0,0
2016-03-01,GGOEGFSR022099,3.98,2,6
2016-03-01,GGOEGFSR022099,99.5,2,47
2016-03-01,GGOEGFSR022099,1.99,1,13
2016-03-01,GGOEGFSR022099,1.59,6,6
2016-03-01,GGOEGFSR022099,39.8,1,38
2016-03-01,GGOEGFSR022099,5.97,1,4
2016-03-01,GGOEGFSR022099,9.95,1,15
2016-03-01,GGOEGFSR022099,12.72,1,13
2016-03-01,GGOEGFSR022099,19.08,0,0
2016-03-01,GGOEGFSR022099,7.95,1,7
2016-03-01,GGOEGFSR022099,3.18,0,0
2016-03-01,GGOEGFSR022099,49.75,0,0
2016-03-01,GGOEGFSR022099,55.65,0,0
2016-03-01,GGOEGFSR022099,11.13,1,25
2016-03-01,GGOEGFSR022099,11.94,0,0
2016-03-01,GGOEGFSR022099,19.9,1,7
2016-03-01,GGOEGFSR022099,4.77,1,5
2016-03-01,GGOEGFSR022099,79.6,4,40
2016-03-01,GGOEGFSR022099,6.36,0,0
2016-03-01,GGOEGFYQ016599,7.96,2,11
2016-03-01,GGOEGFYQ016599,15.9,1,29
2016-03-01,GGOEGFYQ016599,1.59,0,0
2016-03-01,GGOEGFYQ016599,7.95,7,14
2016-03-01,GGOEGFYQ016599,19.9,1,30
2016-03-01,GGOEGFYQ016599,59.7,1,30
2016-03-01,GGOEGFYQ016599,79.6,1,49
2016-03-01,GGOEGFYQ016599,1.99,0,0
2016-03-01,GGOEGFYQ016599,4.77,1,3
2016-03-01,GGOEGFYQ016599,39.75,0,0
2016-03-01,GGOEGFYQ016599,43.78,2,20
2016-03-01,GGOEGFYQ016599,77.61,2,54
2016-03-01,GGOEGFYQ016599,99.5,1,102
2016-03-01,GGOEGFYQ016599,3.18,1,3
2016-03-01,GGOEGFYQ016599,9.95,2,12
2016-03-01,GGOEGFYQ016599,15.92,1,12
2016-03-01,GGOEGFYQ016599,39.8,0,0
2016-03-01,GGOEGFYQ016599,79.5,3,148
2016-03-01,GGOEGFYQ016599,11.13,0,0
2016-03-01,GGOEGGOA017399,49.5,1,41
2016-03-01,GGOEGGOA017399,7.9,3,29
2016-03-01,GGOEGGOA017399,0.79,0,0
2016-03-01,GGOEGGOA017399,0.99,2,9
2016-03-01,GGOEGGOA017399,82.17,2,84
2016-03-01,GGOEGGOA017399,197.5,3,248
2016-03-01,GGOEGGOA017399,6.32,1,10
2016-03-01,GGOEGGOA017399,2.97,0,0
2016-03-01,GGOEGGOA017399,237.0,1,2197
2016-03-01,GGOEGGOA017399,2.37,0,0
2016-03-01,GGOEGGOA017399,15.8,3,81
2016-03-01,GGOEGGOA017399,29.7,3,74
2016-03-01,GGOEGGOA017399,24.75,0,0
2016-03-01,GGOEGGOA017399,44.55,2,87
2016-03-01,GGOEGGOA017399,79.2,3,323
2016-03-01,GGOEGGOA017399,103.95,0,0
2016-03-01,GGOEGGOA017399,39.6,1,46
2016-03-01,GGOEGGOA017399,1.58,0,0
2016-03-01,GGOEGGOA017399,99.0,0,0
2016-03-01,GGOEGGOA017399,6.93,0,0
2016-03-01,GGOEGGOA017399,9.9,3,7
2016-03-01,GGOEGHGH019699,2.8,0,0
2016-03-01,GGOEGHGH019699,3.5,0,0
2016-03-01,GGOEGHGH019699,11.2,2,24
2016-03-01,GGOEGHGH019699,35.0,2,20
2016-03-01,GGOEGHGH019699,17.5,1,3
2016-03-01,GGOEGHGH019699,182.0,1,143
2016-03-01,GGOEGHGH019699,196.0,1,77
2016-03-01,GGOEGHGH019699,210.0,1,306
2016-03-01,GGOEGHGH019699,10.5,2,5
2016-03-01,GGOEGHGH019699,14.0,7,19
2016-03-01,GGOEGHGH019699,175.0,0,0
2016-03-01,GGOEGHGH019699,5.6,1,2
2016-03-01,GGOEGHGH019699,7.0,0,0
2016-03-01,GGOEGHGH019699,8.4,0,0
2016-03-01,GGOEGHGH019699,28.0,0,0
2016-03-01,GGOEGHGH019699,280.0,2,166
2016-03-01,GGOEGHPB071610,10.99,25,48
2016-03-01,GGOEGHPB071610,219.8,2,66
2016-03-01,GGOEGHPB071610,8.79,14,22
2016-03-01,GGOEGHPB071610,35.16,4,17
2016-03-01,GGOEGHPB071610,21.98,8,11
2016-03-01,GGOEGHPB071610,43.95,0,0
