year_month,product_id,product_price,present_user_cnt,present_total_qty
2016-03-01,GGOEGAPB058215,59.99,0,0
2016-03-01,GGOEGAQB036014,44.79,5,9
2016-03-01,GGOEGAQB036014,55.99,3,6
2016-03-01,GGOEGAQB036015,55.99,0,0
2016-03-01,GGOEGAWC062848,30.39,1,4
2016-03-01,GGOEGAWC062848,37.99,1,2
2016-03-01,GGOEGAWC062850,30.39,3,3
2016-03-01,GGOEGAWN062748,30.39,3,4
2016-03-01,GGOEGAWN062750,30.39,3,5
2016-03-01,GGOEGAWN062750,37.99,2,4
2016-03-01,GGOEGAWR061048,23.99,0,0
2016-03-01,GGOEGAWR061048,19.19,0,0
2016-03-01,GGOEGAXL065928,19.19,0,0
2016-03-01,GGOEGAXQ067128,13.59,0,0
2016-03-01,GGOEGBCR024399,13.99,3,6
2016-03-01,GGOEGBCR024399,11.19,4,66
2016-03-01,GGOEGBJC019999,3.99,5,81
2016-03-01,GGOEGBJC019999,4.99,9,138
2016-03-01,GGOEGBJL013999,12.79,15,78
2016-03-01,GGOEGBJL013999,15.99,4,48
2016-03-01,GGOEGBRJ037399,55.99,3,14
2016-03-01,GGOEGBRJ037399,69.99,4,10
2016-03-01,GGOEGCBQ016499,2.5,9,112
2016-03-01,GGOEGCBQ016499,2.0,1,107
2016-03-01,GGOEGCKQ013199,1.99,7,386
2016-03-01,GGOEGCKQ013199,1.59,3,17
2016-03-01,GGOEGDHB071999,33.99,1,1
2016-03-01,GGOEGDHB071999,27.19,1,2
2016-03-01,GGOEGDHC018299,2.39,26,470
2016-03-01,GGOEGDHC018299,2.99,25,331
2016-03-01,GGOEGDHC074099,18.99,3,68
2016-03-01,GGOEGDHC074099,15.19,14,69
2016-03-01,GGOEGDHC082299,11.19,6,80
2016-03-01,GGOEGDHC082299,13.99,3,24
2016-03-01,GGOEGDHJ082599,24.99,0,0
2016-03-01,GGOEGDHJ082599,19.99,11,55
2016-03-01,GGOEGDHQ015399,19.99,22,77
2016-03-01,GGOEGDHQ015399,24.99,9,14
2016-03-01,GGOEGDHR018499,2.99,14,172
2016-03-01,GGOEGDHR018499,2.39,13,148
2016-03-01,GGOEGDWC020199,8.99,18,70
2016-03-01,GGOEGDWC020199,7.19,13,90
2016-03-01,GGOEGEHQ072499,22.99,1,4
2016-03-01,GGOEGEHQ072499,18.39,1,23
2016-03-01,GGOEGESB015199,59.99,0,0
2016-03-01,GGOEGETR014599,16.99,4,37
2016-03-01,GGOEGETR014599,13.59,3,85
2016-03-01,GGOEGFKQ020399,1.59,24,318
2016-03-01,GGOEGFKQ020399,1.99,25,134
2016-03-01,GGOEGFKQ020799,2.39,5,21
2016-03-01,GGOEGFKQ020799,2.99,4,7
2016-03-01,GGOEGFSR022099,1.99,8,162
2016-03-01,GGOEGFSR022099,1.59,11,54
2016-03-01,GGOEGFYQ016599,1.99,10,196
2016-03-01,GGOEGFYQ016599,1.59,11,105
2016-03-01,GGOEGGOA017399,0.99,20,728
2016-03-01,GGOEGGOA017399,0.79,11,645
2016-03-01,GGOEGHGH019699,2.8,13,117
2016-03-01,GGOEGHGH019699,3.5,8,163
2016-03-01,GGOEGHPB071610,10.99,18,114
2016-03-01,GGOEGHPB071610,8.79,10,21
2016-03-01,GGOEGHPJ080010,18.99,2,2
2016-03-01,GGOEGKAA019299,1.59,4,36
2016-03-01,GGOEGKAA019299,1.99,10,68
2016-03-01,GGOEGOAB021699,1.99,10,460
2016-03-01,GGOEGOAB021699,1.59,1,45
2016-03-01,GGOEGOAC021799,0.79,9,630
2016-03-01,GGOEGOAC021799,0.99,2,102
2016-03-01,GGOEGOAQ020099,2.99,15,105
2016-03-01,GGOEGOAQ020099,2.39,5,108
2016-03-01,GGOEGOAR013099,5.5,4,79
2016-03-01,GGOEGOAR013099,4.4,1,30
2016-03-01,GGOEGOBG023599,2.99,6,23
2016-03-01,GGOEGOBG023599,2.39,1,5
2016-03-01,GGOEGOCB017499,10.99,11,351
2016-03-01,GGOEGOCB017499,8.79,6,188
2016-03-01,GGOEGOCB078299,32.99,1,2
2016-03-01,GGOEGOCB078299,26.39,0,0
2016-03-01,GGOEGOCC017599,3.99,7,153
2016-03-01,GGOEGOCC017599,3.19,17,313
2016-03-01,GGOEGOCR017899,3.99,15,117
2016-03-01,GGOEGOCR017899,3.19,13,202
2016-03-01,GGOEGOLC014299,4.79,16,177
2016-03-01,GGOEGOLC014299,5.99,11,114
2016-03-01,GGOEGOXQ016399,1.99,15,321
2016-03-01,GGOEGOXQ016399,1.59,3,3
2016-03-01,GGOEWEBB082699,6.99,10,22
2016-03-01,GGOEWEBB082699,5.59,3,10
2016-03-01,GGOEYAAJ032513,18.99,0,0
2016-03-01,GGOEYAAJ032513,15.19,1,2
2016-03-01,GGOEYAAQ031713,16.99,0,0
2016-03-01,GGOEYAAQ031713,13.59,0,0
2016-03-01,GGOEYAYR068624,15.19,1,1
2016-03-01,GGOEYAYR068624,18.99,3,3
2016-03-01,GGOEYAYR068625,15.19,1,2
2016-03-01,GGOEYAYR068625,18.99,3,4
2016-03-01,GGOEYFKQ020699,1.99,21,75
2016-03-01,GGOEYFKQ020699,1.59,10,40
2016-03-01,GGOEYHPB072210,10.99,31,71
2016-03-01,GGOEYHPB072210,8.79,1,3
2016-03-01,GGOEYOLR080599,7.99,5,7
2016-03-01,GGOEYOLR080599,6.39,1,9
2016-03-01,GGOEAAAB034816,19.99,2,6
2016-03-01,GGOEAAAB034816,15.99,2,2
2016-03-01,GGOEAAAJ031915,18.99,0,0
2016-03-01,GGOEAAAJ032414,15.19,0,0
2016-03-01,GGOEAAAJ032414,18.99,6,7
2016-03-01,GGOEAAEB030216,19.99,1,4
2016-03-01,GGOEAAYC068724,15.19,0,0
2016-03-01,GGOEAAYC068724,18.99,3,3
2016-03-01,GGOEADHB014799,12.99,8,41
2016-03-01,GGOEADHB014799,10.39,2,2
2016-03-01,GGOEADHH015499,23.99,3,12
2016-03-01,GGOEADHH015499,19.19,0,0
2016-03-01,GGOEADHJ015599,23.99,3,3
2016-03-01,GGOEADHJ015599,19.19,0,0
2016-03-01,GGOEADWQ015699,12.99,0,0
2016-03-01,GGOEADWQ015699,10.39,1,23
2016-03-01,GGOEGAAB010514,16.99,7,29
2016-03-01,GGOEGAAB010514,13.59,2,3
2016-03-01,GGOEGAAB010515,16.99,10,31
2016-03-01,GGOEGAAB010515,13.59,3,6
2016-03-01,GGOEGAAB010516,16.99,11,25
2016-03-01,GGOEGAAB010516,13.59,0,0
2016-03-01,GGOEGAAB033814,18.99,0,0
2016-03-01,GGOEGAAB033814,15.19,1,2
2016-03-01,GGOEGAAB058916,17.59,1,3
2016-03-01,GGOEGAAB058916,21.99,4,6
2016-03-01,GGOEGAAJ032714,19.99,2,3
2016-03-01,GGOEGAAJ032714,15.99,0,0
2016-03-01,GGOEGAAJ080614,15.99,6,7
2016-03-01,GGOEGAAJ080614,19.99,2,5
2016-03-01,GGOEGAAJ080617,19.99,2,5
2016-03-01,GGOEGAAJ080617,15.99,1,4
2016-03-01,GGOEGAAL010614,13.59,6,6
2016-03-01,GGOEGAAL010614,16.99,7,7
2016-03-01,GGOEGAAQ010415,16.99,6,6
2016-03-01,GGOEGAAQ010415,13.59,10,53
2016-03-01,GGOEGAAQ057217,49.99,3,3
2016-03-01,GGOEGADB056716,98.99,0,0
2016-03-01,GGOEGADB056716,79.19,0,0
2016-03-01,GGOEGADB057315,74.99,1,1
2016-03-01,GGOEGADB057315,59.99,0,0
2016-03-01,GGOEGADJ057115,109.99,1,1
2016-03-01,GGOEGAEB027816,16.99,0,0
2016-03-01,GGOEGAEC029114,18.99,0,0
2016-03-01,GGOEGAEJ031316,39.99,0,0
2016-03-01,GGOEGAEJ031316,31.99,0,0
2016-03-01,GGOEGAEJ035314,29.99,3,6
2016-03-01,GGOEGAEJ035314,23.99,0,0
2016-03-01,GGOEGAFB035814,55.99,9,13
2016-03-01,GGOEGAFB035814,44.79,0,0
2016-03-01,GGOEGAFB035816,55.99,3,6
2016-03-01,GGOEGAFB035816,44.79,3,7
2016-03-01,GGOEGALB059916,17.59,0,0
2016-03-01,GGOEGALH036715,15.99,0,0
2016-03-01,GGOEGALL060013,17.59,0,0
2016-03-01,GGOEGALL060014,17.59,4,8
2016-03-01,GGOEGALL060014,21.99,0,0
2016-03-01,GGOEGALP036317,23.99,0,0
2016-03-01,GGOEGBJR018199,3.5,6,156
2016-03-01,GGOEGBJR018199,2.8,4,100
2016-03-01,GGOEGBMJ013399,4.99,10,195
2016-03-01,GGOEGBMJ013399,3.99,28,262
2016-03-01,GGOEGBRB013899,99.99,7,17
2016-03-01,GGOEGBRB013899,79.99,0,0
2016-03-01,GGOEGBRJ037299,99.99,0,0
2016-03-01,GGOEGBRJ037299,79.99,2,7
2016-03-01,GGOEGDHB072099,19.99,7,49
2016-03-01,GGOEGDHB072099,15.99,1,7
2016-03-01,GGOEGDHB072199,24.99,5,7
2016-03-01,GGOEGDHB072199,19.99,0,0
2016-03-01,GGOEGDHG014499,9.99,8,32
2016-03-01,GGOEGDHG014499,7.99,2,12
2016-03-01,GGOEGDHG082499,13.99,2,23
2016-03-01,GGOEGDHG082499,11.19,8,26
2016-03-01,GGOEGDHQ014899,24.99,13,16
2016-03-01,GGOEGDHQ014899,19.99,12,16
2016-03-01,GGOEGETB023799,55.99,2,7
2016-03-01,GGOEGEVB070499,49.99,7,10
2016-03-01,GGOEGEVB070499,39.99,2,30
2016-03-01,GGOEGEVB070599,145.99,3,3
2016-03-01,GGOEGEVB070599,119.99,0,0
2016-03-01,GGOEGEVR014999,34.99,0,0
2016-03-01,GGOEGEVR014999,27.99,4,178
2016-03-01,GGOEGFKA022299,1.5,9,73
2016-03-01,GGOEGFKA022299,1.2,4,69
2016-03-01,GGOEGHGC019799,3.5,11,212
2016-03-01,GGOEGHGC019799,2.8,23,198
2016-03-01,GGOEGHGR019499,2.8,16,92
2016-03-01,GGOEGHGR019499,3.5,10,84
2016-03-01,GGOEGHGT019599,3.5,4,38
2016-03-01,GGOEGHGT019599,2.8,11,46
2016-03-01,GGOEGHPB080410,18.99,2,11
2016-03-01,GGOEGHPB080410,15.19,0,0
2016-03-01,GGOEGOAA017099,3.19,11,115
2016-03-01,GGOEGOAA017099,3.99,8,128
2016-03-01,GGOEGOAB015899,1.5,3,261
2016-03-01,GGOEGOAB015899,1.2,1,16
2016-03-01,GGOEGOAQ018099,3.99,10,30
2016-03-01,GGOEGOAQ018099,3.19,5,60
2016-03-01,GGOEGOAR021899,1.25,2,57
2016-03-01,GGOEGOAR021899,1.0,1,182
2016-03-01,GGOEGOCC077999,9.99,5,62
2016-03-01,GGOEGOCC077999,7.99,7,9
2016-03-01,GGOEGODR017799,1.2,3,85
2016-03-01,GGOEGODR017799,1.5,15,138
2016-03-01,GGOEGOFH020299,1.99,15,347
2016-03-01,GGOEGOFH020299,1.59,4,15
2016-03-01,GGOEWAAJ082814,15.19,0,0
2016-03-01,GGOEYAAB031815,13.59,0,0
2016-03-01,GGOEYAAB031815,16.99,0,0
2016-03-01,GGOEYAAJ032514,18.99,0,0
2016-03-01,GGOEYAAJ032514,15.19,8,9
2016-03-01,GGOEYAAJ032515,15.19,3,5
2016-03-01,GGOEYAAJ032515,18.99,2,5
2016-03-01,GGOEYAAQ031715,13.59,0,0
2016-03-01,GGOEYAAQ031715,16.99,0,0
2016-03-01,GGOEYAEJ029013,18.99,0,0
2016-03-01,GGOEYAEJ029013,15.19,0,0
2016-03-01,GGOEYAWJ061448,23.99,0,0
2016-03-01,GGOEYAWJ061448,19.19,1,1
2016-03-01,GGOEYDHJ019399,7.99,17,41
2016-03-01,GGOEYDHJ019399,6.39,11,266
2016-03-01,GGOEYHPA003610,24.99,3,5
2016-03-01,GGOEYOCR078099,9.99,1,3
2016-03-01,GGOEYOCR078099,7.99,1,19
2016-03-01,GGOEAAAB034817,15.99,0,0
2016-03-01,GGOEAAAB034817,19.99,2,2
2016-03-01,GGOEAAAB034915,15.99,0,0
2016-03-01,GGOEAAAJ080814,19.99,3,13
2016-03-01,GGOEAAAJ080814,15.99,0,0
2016-03-01,GGOEAAEH035213,29.99,0,0
2016-03-01,GGOEAAEJ029313,15.19,0,0
2016-03-01,GGOEAAYJ068824,15.19,1,1
2016-03-01,GGOEAAYJ068824,18.99,1,1
2016-03-01,GGOEAAYJ068825,15.19,2,4
2016-03-01,GGOEAFKQ020599,2.39,18,77
2016-03-01,GGOEAFKQ020599,2.99,7,57
2016-03-01,GGOEAOCH077899,7.99,1,6
2016-03-01,GGOEAOCH077899,9.99,0,0
2016-03-01,GGOEGAAB010517,13.59,2,4
2016-03-01,GGOEGAAB010517,16.99,1,17
2016-03-01,GGOEGAAJ032614,18.99,0,0
2016-03-01,GGOEGAAJ032614,15.19,0,0
2016-03-01,GGOEGAAJ073413,15.19,0,0
2016-03-01,GGOEGAAJ073413,18.99,0,0
2016-03-01,GGOEGAAJ073416,15.19,2,5
2016-03-01,GGOEGADB056614,52.07,4,7
2016-03-01,GGOEGAEC029113,15.19,2,2
2016-03-01,GGOEGAEC029113,18.99,0,0
2016-03-01,GGOEGAER029214,15.19,0,0
2016-03-01,GGOEGAER029214,18.99,1,2
2016-03-01,GGOEGAER033213,24.99,1,1
2016-03-01,GGOEGAER033213,19.99,1,1
2016-03-01,GGOEGALP036315,19.19,1,2
2016-03-01,GGOEGAPB057817,95.99,0,0
2016-03-01,GGOEGAPB057817,83.99,1,1
2016-03-01,GGOEGAYQ068926,35.2,1,1
2016-03-01,GGOEGDHC022999,17.59,3,14
2016-03-01,GGOEGDHC022999,21.99,0,0
2016-03-01,GGOEGDHJ023099,17.59,0,0
2016-03-01,GGOEGDHJ023099,21.99,0,0
2016-03-01,GGOEGEVB070699,61.59,0,0
2016-03-01,GGOEGEVB070699,76.99,0,0
2016-03-01,GGOEGOAQ012899,2.0,2,22
2016-03-01,GGOEGOAQ012899,2.5,10,149
2016-03-01,GGOEGOCT019199,7.99,16,174
2016-03-01,GGOEGOCT019199,9.99,11,12
2016-03-01,GGOEYAAB031817,13.59,1,2
2016-03-01,GGOEYAAB031817,16.99,0,0
2016-03-01,GGOEYAAJ032517,15.19,1,2
2016-03-01,GGOEYAAJ032517,18.99,0,0
2016-03-01,GGOEYAEB035614,16.79,2,2
2016-03-01,GGOEYAEB035614,20.99,0,0
2016-03-01,GGOEYAFB073115,44.79,0,0
2016-03-01,GGOEYAYR068626,15.19,0,0
2016-03-01,GGOEYAYR068626,18.99,0,0
2016-03-01,GGOEYOCR077799,11.99,5,75
2016-03-01,GGOEYOCR077799,14.99,3,3
2016-03-01,GGOEYOLR018699,6.99,3,107
2016-03-01,GGOEYOLR018699,5.59,10,106
2016-03-01,GGOEAAAB034813,19.99,2,4
2016-03-01,GGOEAAAB034814,19.99,5,5
2016-03-01,GGOEAAAB034815,19.99,1,2
2016-03-01,GGOEAAAB034815,15.99,0,0
2016-03-01,GGOEAAAB034913,19.99,0,0
2016-03-01,GGOEAAAB034913,15.99,0,0
2016-03-01,GGOEAAAB034914,19.99,0,0
2016-03-01,GGOEAAAB034914,15.99,0,0
2016-03-01,GGOEAAAB034916,19.99,1,2
2016-03-01,GGOEAAAB034916,15.99,1,1
2016-03-01,GGOEAAAB034917,19.99,0,0
2016-03-01,GGOEAAAB081017,19.99,0,0
2016-03-01,GGOEAAAJ031913,18.99,0,0
2016-03-01,GGOEAAAJ031914,18.99,2,3
2016-03-01,GGOEAAAJ031916,18.99,0,0
2016-03-01,GGOEAAAJ031916,15.19,2,2
2016-03-01,GGOEAAAJ032413,18.99,0,0
2016-03-01,GGOEAAAJ032415,18.99,3,3
2016-03-01,GGOEAAAJ032416,18.99,1,6
2016-03-01,GGOEAAAJ032913,19.99,1,4
2016-03-01,GGOEAAAJ032914,19.99,0,0
2016-03-01,GGOEAAAJ032915,19.99,1,1
2016-03-01,GGOEAAAJ032916,19.99,0,0
2016-03-01,GGOEAAAJ034513,18.99,0,0
2016-03-01,GGOEAAAJ034514,18.99,0,0
2016-03-01,GGOEAAAJ034514,15.19,1,3
2016-03-01,GGOEAAEB031613,24.99,6,6
2016-03-01,GGOEAAEB031614,24.99,1,1
2016-03-01,GGOEAAEB031615,24.99,2,3
2016-03-01,GGOEAAEB031615,19.99,0,0
2016-03-01,GGOEAAEB031616,24.99,2,3
2016-03-01,GGOEAAEJ035714,20.99,2,3
2016-03-01,GGOEAAFB035915,55.99,2,6
2016-03-01,GGOEAAWC061648,23.99,0,0
2016-03-01,GGOEAAWC062449,16.99,0,0
2016-03-01,GGOEAAWC062449,13.59,0,0
2016-03-01,GGOEAAWJ062548,16.99,0,0
2016-03-01,GGOEAAWT061748,23.99,3,3
2016-03-01,GGOEAAWT061748,19.19,1,1
2016-03-01,GGOEGAAB033813,18.99,0,0
2016-03-01,GGOEGAAB033816,18.99,2,3
2016-03-01,GGOEGAAB058913,21.99,2,3
2016-03-01,GGOEGAAB058914,21.99,0,0
2016-03-01,GGOEGAAB058914,17.59,2,5
2016-03-01,GGOEGAAH034013,18.99,0,0
2016-03-01,GGOEGAAH034014,18.99,3,3
2016-03-01,GGOEGAAH034017,18.99,0,0
2016-03-01,GGOEGAAJ032317,15.19,0,0
2016-03-01,GGOEGAAJ032613,18.99,0,0
2016-03-01,GGOEGAAJ032616,18.99,4,4
2016-03-01,GGOEGAAJ032616,15.19,0,0
2016-03-01,GGOEGAAJ032617,18.99,6,6
2016-03-01,GGOEGAAJ032617,15.19,0,0
2016-03-01,GGOEGAAJ032713,19.99,0,0
2016-03-01,GGOEGAAJ032715,19.99,0,0
2016-03-01,GGOEGAAJ032715,15.99,0,0
2016-03-01,GGOEGAAJ032716,19.99,1,2
2016-03-01,GGOEGAAJ032716,15.99,0,0
2016-03-01,GGOEGAAJ059113,21.99,1,4
2016-03-01,GGOEGAAJ059114,21.99,2,6
2016-03-01,GGOEGAAJ059114,17.59,0,0
2016-03-01,GGOEGAAJ059115,17.59,0,0
2016-03-01,GGOEGAAJ059116,21.99,0,0
2016-03-01,GGOEGAAJ059116,17.59,0,0
2016-03-01,GGOEGAAJ073014,21.99,0,0
2016-03-01,GGOEGAAJ073016,21.99,0,0
2016-03-01,GGOEGAAJ080715,15.99,2,4
2016-03-01,GGOEGAAL010613,16.99,6,6
2016-03-01,GGOEGAAL010617,13.59,0,0
2016-03-01,GGOEGAAL059017,17.59,0,0
2016-03-01,GGOEGAAL059017,21.99,0,0
2016-03-01,GGOEGAAQ010413,16.99,5,21
2016-03-01,GGOEGAAQ010413,13.59,2,17
2016-03-01,GGOEGAAQ010416,16.99,3,7
2016-03-01,GGOEGAAQ010416,13.59,8,17
2016-03-01,GGOEGAAQ057216,49.99,2,2
2016-03-01,GGOEGAAR010713,16.99,0,0
2016-03-01,GGOEGAAR010713,13.59,0,0
2016-03-01,GGOEGAAR010715,16.99,4,4
2016-03-01,GGOEGAAR010715,13.59,2,12
2016-03-01,GGOEGADJ056815,76.99,2,6
2016-03-01,GGOEGADJ056815,61.59,0,0
2016-03-01,GGOEGAEA030414,19.99,1,1
2016-03-01,GGOEGAEA030416,19.99,1,5
2016-03-01,GGOEGAEA030416,15.99,3,4
2016-03-01,GGOEGAEC033113,24.99,0,0
2016-03-01,GGOEGAEC033113,19.99,0,0
2016-03-01,GGOEGAEC033115,24.99,0,0
2016-03-01,GGOEGAEC033115,19.99,0,0
2016-03-01,GGOEGAEJ030713,24.99,0,0
2016-03-01,GGOEGAEJ030714,24.99,4,11
2016-03-01,GGOEGAEJ030714,19.99,1,2
2016-03-01,GGOEGAEJ030715,24.99,0,0
2016-03-01,GGOEGAEJ030715,19.99,0,0
2016-03-01,GGOEGAEJ030716,24.99,1,1
2016-03-01,GGOEGAEJ030716,19.99,1,2
2016-03-01,GGOEGAEJ033313,34.99,1,2
2016-03-01,GGOEGAEJ033314,34.99,0,0
2016-03-01,GGOEGAEJ033314,27.99,0,0
2016-03-01,GGOEGAEJ033316,34.99,0,0
2016-03-01,GGOEGAEJ033316,27.99,0,0
2016-03-01,GGOEGAEJ035313,29.99,1,4
2016-03-01,GGOEGAEJ035315,29.99,0,0
2016-03-01,GGOEGAEJ035315,23.99,2,6
2016-03-01,GGOEGAEJ035317,29.99,1,3
2016-03-01,GGOEGAER035514,20.99,0,0
2016-03-01,GGOEGAER035515,20.99,1,2
2016-03-01,GGOEGAER035515,16.79,2,2
2016-03-01,GGOEGAFB035817,44.79,0,0
2016-03-01,GGOEGAFB035817,55.99,2,2
2016-03-01,GGOEGAFJ036215,51.99,0,0
2016-03-01,GGOEGAFJ036215,41.59,0,0
2016-03-01,GGOEGAFJ036217,41.59,0,0
2016-03-01,GGOEGAFJ036217,51.99,0,0
2016-03-01,GGOEGAWC061248,23.99,0,0
2016-03-01,GGOEGAWC061248,19.19,0,0
2016-03-01,GGOEGAWC061249,23.99,1,1
2016-03-01,GGOEGAWC062149,16.99,0,0
2016-03-01,GGOEGAWC062849,37.99,1,1
2016-03-01,GGOEGAWC062849,30.39,1,1
2016-03-01,GGOEGAWQ062248,16.99,2,3
2016-03-01,GGOEGAWR061049,23.99,0,0
2016-03-01,GGOEGAYH068424,18.99,1,2
2016-03-01,GGOEGBMB073799,19.99,0,0
2016-03-01,GGOEGBMC056599,79.99,3,4
2016-03-01,GGOEGBMC056599,63.99,0,0
2016-03-01,GGOEGBPB082099,59.99,0,0
2016-03-01,GGOEGCMB020932,21.99,0,0
2016-03-01,GGOEGCMB020932,17.59,0,0
2016-03-01,GGOEGDWR015799,10.39,25,33
2016-03-01,GGOEGDWR015799,12.99,12,16
2016-03-01,GGOEGEFR024199,10.99,2,23
2016-03-01,GGOEGEFR024199,8.79,5,38
2016-03-01,GGOEGEHQ071199,58.99,8,8
2016-03-01,GGOEGESC014699,13.59,3,5
2016-03-01,GGOEGESC014699,16.99,2,6
2016-03-01,GGOEGFQB013799,8.99,2,15
2016-03-01,GGOEGFQB013799,7.19,5,7
2016-03-01,GGOEGHPA002910,21.99,4,9
2016-03-01,GGOEGHPB003410,22.99,5,23
2016-03-01,GGOEGHPJ080310,18.99,0,0
2016-03-01,GGOEGHPJ080310,15.19,0,0
2016-03-01,GGOEGOAA017199,3.99,4,34
2016-03-01,GGOEGOAA017199,4.99,4,21
2016-03-01,GGOEGOAJ021599,15.99,4,4
2016-03-01,GGOEGOAQ015999,3.5,3,7
2016-03-01,GGOEGOAQ015999,2.8,2,12
2016-03-01,GGOEGOAR013599,4.4,3,17
2016-03-01,GGOEGOAR013599,5.5,13,39
2016-03-01,GGOEGOAR021999,1.5,13,61
2016-03-01,GGOEGOAR021999,1.2,12,134
2016-03-01,GGOEGOCL077699,14.99,3,3
2016-03-01,GGOEGOCL077699,11.99,11,114
2016-03-01,GGOEGOGA016299,3.99,2,5
2016-03-01,GGOEGOGA016299,4.99,5,9
2016-03-01,GGOEGPJC203399,3.99,11,23
2016-03-01,GGOEGPJC203399,4.99,0,0
2016-03-01,GGOEYAAB031813,16.99,4,4
2016-03-01,GGOEYAAB031813,13.59,1,2
2016-03-01,GGOEYAAB031814,16.99,5,7
2016-03-01,GGOEYAAB031814,13.59,0,0
2016-03-01,GGOEYAAB031816,16.99,1,1
2016-03-01,GGOEYAAB034614,18.99,0,0
2016-03-01,GGOEYAAB034614,15.19,0,0
2016-03-01,GGOEYAAB034616,18.99,2,3
2016-03-01,GGOEYAEB035615,20.99,0,0
2016-03-01,GGOEYAEB035615,16.79,0,0
2016-03-01,GGOEYAEJ033514,34.99,0,0
2016-03-01,GGOEYAEJ033516,34.99,0,0
2016-03-01,GGOEYAWR062348,16.99,0,0
2016-03-01,GGOEYAWR062349,16.99,1,2
2016-03-01,GGOEYAWR062349,13.59,0,0
2016-03-01,GGOEYDHJ056099,4.99,5,5
2016-03-01,GGOEYDHJ056099,3.99,3,12
2016-03-01,GGOEYHPA003510,21.99,0,0
2016-03-01,GGOEYHPA003510,17.59,4,71
2016-03-01,GGOEAAAC080916,19.99,1,2
2016-03-01,GGOEAAAC080916,15.99,0,0
2016-03-01,GGOEAAEJ030915,29.99,0,0
2016-03-01,GGOEAAEJ035715,20.99,1,5
2016-03-01,GGOEAAWT061750,19.19,3,3
2016-03-01,GGOEAAXJ066255,13.59,0,0
2016-03-01,GGOEAHPJ004415,21.99,3,3
2016-03-01,GGOEAOBH078799,7.19,1,2
2016-03-01,GGOEGAAB058915,17.59,1,6
2016-03-01,GGOEGAAJ032313,15.19,0,0
2016-03-01,GGOEGAAL010616,16.99,3,7
2016-03-01,GGOEGAAL010616,13.59,2,5
2016-03-01,GGOEGAAR010716,16.99,8,8
2016-03-01,GGOEGAAR010716,13.59,6,6
2016-03-01,GGOEGACB023699,12.99,2,3
2016-03-01,GGOEGADJ056814,76.99,1,2
2016-03-01,GGOEGADJ056814,61.59,4,6
2016-03-01,GGOEGADJ056817,76.99,3,4
2016-03-01,GGOEGADJ056817,61.59,1,1
2016-03-01,GGOEGAEQ027914,13.59,1,7
2016-03-01,GGOEGAEQ027914,16.99,8,8
2016-03-01,GGOEGAQB036013,55.99,1,2
