year_month,product_id,product_category,product_price,present_user_cnt,present_total_qty
2016-03-01,GGOEGDHC018299,Drinkware,59.8,5,66
2016-03-01,GGOEGDHC018299,Drinkware,598.0,1,207
2016-03-01,GGOEGDHC018299,Drinkware,11.95,4,45
2016-03-01,GGOEGDHC018299,Drinkware,179.25,0,0
2016-03-01,GGOEGDHC018299,Drinkware,2.99,0,0
2016-03-01,GGOEGDHC018299,Drinkware,119.5,3,87
2016-03-01,GGOEGDHC018299,Drinkware,149.5,1,160
2016-03-01,GGOEGDHC018299,Drinkware,2.39,2,8
2016-03-01,GGOEGDHC018299,Drinkware,8.97,1,15
2016-03-01,GGOEGDHC018299,Drinkware,95.68,4,163
2016-03-01,GGOEGDHC018299,Drinkware,14.34,1,4
2016-03-01,GGOEGDHC018299,Drinkware,23.9,3,20
2016-03-01,GGOEGDHC018299,Drinkware,119.6,1,50
2016-03-01,GGOEGDHC018299,Drinkware,71.7,0,0
2016-03-01,GGOEGDHC018299,Drinkware,9.56,1,5
2016-03-01,GGOEGDHC018299,Drinkware,74.75,1,26
2016-03-01,GGOEGDHC018299,Drinkware,4.78,1,8
2016-03-01,GGOEGDHC018299,Drinkware,38.87,0,0
2016-03-01,GGOEGDHC018299,Drinkware,239.0,2,99
2016-03-01,GGOEGDHC018299,Drinkware,14.95,0,0
2016-03-01,GGOEGDHC018299,Drinkware,23.92,1,11
2016-03-01,GGOEGDHC018299,Drinkware,191.2,0,0
2016-03-01,GGOEGDHC018299,Drinkware,11.96,3,3
2016-03-01,GGOEGDHC018299,Drinkware,35.88,0,0
2016-03-01,GGOEGDHC018299,Drinkware,83.65,1,55
2016-03-01,GGOEGDHC018299,Drinkware,47.8,0,0
2016-03-01,GGOEGDHC074099,Drinkware,30.38,2,11
2016-03-01,GGOEGDHC074099,Drinkware,56.97,1,3
2016-03-01,GGOEGDHC074099,Drinkware,18.99,8,24
2016-03-01,GGOEGDHC074099,Drinkware,15.19,18,21
2016-03-01,GGOEGDHC074099,Drinkware,60.76,4,10
2016-03-01,GGOEGDHC074099,Drinkware,182.28,3,15
2016-03-01,GGOEGDHC074099,Drinkware,151.9,0,0
2016-03-01,GGOEGDHC074099,Drinkware,75.95,2,9
2016-03-01,GGOEGDHC074099,Drinkware,91.14,2,3
2016-03-01,GGOEGDHC074099,Drinkware,273.42,1,12
2016-03-01,GGOEGDHC074099,Drinkware,303.8,0,0
2016-03-01,GGOEGDHC074099,Drinkware,949.5,0,0
2016-03-01,GGOEGDHC074099,Drinkware,474.75,1,31
2016-03-01,GGOEGDHC082299,Drinkware,11.19,1,5
2016-03-01,GGOEGDHC082299,Drinkware,44.76,2,5
2016-03-01,GGOEGDHC082299,Drinkware,335.7,1,66
2016-03-01,GGOEGDHC082299,Drinkware,27.98,1,2
2016-03-01,GGOEGDHC082299,Drinkware,33.57,2,10
2016-03-01,GGOEGDHC082299,Drinkware,13.99,0,0
2016-03-01,GGOEGDHC082299,Drinkware,22.38,1,2
2016-03-01,GGOEGDHC082299,Drinkware,349.75,1,25
2016-03-01,GGOEGDHG082499,Drinkware,11.19,4,9
2016-03-01,GGOEGDHG082499,Drinkware,13.99,0,0
2016-03-01,GGOEGDHG082499,Drinkware,209.85,2,13
2016-03-01,GGOEGDHG082499,Drinkware,55.95,1,3
2016-03-01,GGOEGDHG082499,Drinkware,145.47,0,0
2016-03-01,GGOEGDHG082499,Drinkware,1.119,4,94
2016-03-01,GGOEGDHG082499,Drinkware,33.57,0,0
2016-03-01,GGOEGDHG082499,Drinkware,89.52,1,8
2016-03-01,GGOEGDHG082499,Drinkware,27.98,0,0
2016-03-01,GGOEGDHG082499,Drinkware,134.28,4,13
2016-03-01,GGOEGDHG082499,Drinkware,22.38,0,0
2016-03-01,GGOEGDHG082499,Drinkware,67.14,0,0
2016-03-01,GGOEGDHG082499,Drinkware,97.93,0,0
2016-03-01,GGOEGDHJ082599,Drinkware,24.99,3,14
2016-03-01,GGOEGDHJ082599,Drinkware,1.299,0,0
2016-03-01,GGOEGDHJ082599,Drinkware,99.95,2,4
2016-03-01,GGOEGDHJ082599,Drinkware,19.99,3,6
2016-03-01,GGOEGDHJ082599,Drinkware,499.75,2,56
2016-03-01,GGOEGDHQ015399,Drinkware,19.99,12,34
2016-03-01,GGOEGDHQ015399,Drinkware,59.97,1,11
2016-03-01,GGOEGDHQ015399,Drinkware,24.99,15,15
2016-03-01,GGOEGDHQ015399,Drinkware,399.8,1,18
2016-03-01,GGOEGDHQ015399,Drinkware,299.85,1,57
2016-03-01,GGOEGDHQ015399,Drinkware,79.96,1,3
2016-03-01,GGOEGDHQ015399,Drinkware,199.9,2,40
2016-03-01,GGOEGDHQ015399,Drinkware,39.98,1,8
2016-03-01,GGOEGDHQ015399,Drinkware,99.95,0,0
2016-03-01,GGOEGDHQ015399,Drinkware,149.94,0,0
2016-03-01,GGOEGDHR018499,Drinkware,29.9,1,21
2016-03-01,GGOEGDHR018499,Drinkware,11.95,4,51
2016-03-01,GGOEGDHR018499,Drinkware,179.25,2,226
2016-03-01,GGOEGDHR018499,Drinkware,2.39,0,0
2016-03-01,GGOEGDHR018499,Drinkware,11.96,1,14
2016-03-01,GGOEGDHR018499,Drinkware,5.98,5,10
2016-03-01,GGOEGDHR018499,Drinkware,8.97,3,15
2016-03-01,GGOEGDHR018499,Drinkware,2.99,2,2
2016-03-01,GGOEGDHR018499,Drinkware,9.56,2,6
2016-03-01,GGOEGDHR018499,Drinkware,4.78,0,0
2016-03-01,GGOEGDHR018499,Drinkware,32.89,2,20
2016-03-01,GGOEGDHR018499,Drinkware,14.95,0,0
2016-03-01,GGOEGDHR018499,Drinkware,23.92,0,0
2016-03-01,GGOEGDHR018499,Drinkware,83.65,1,32
2016-03-01,GGOEGDHR018499,Drinkware,44.85,2,36
2016-03-01,GGOEGDHR018499,Drinkware,95.68,0,0
2016-03-01,GGOEGDHR018499,Drinkware,47.8,2,28
2016-03-01,GGOEGDHR018499,Drinkware,59.8,1,14
2016-03-01,GGOEGDHR018499,Drinkware,74.75,0,0
2016-03-01,GGOEGDWC020199,Drinkware,7.19,16,36
2016-03-01,GGOEGDWC020199,Drinkware,35.96,1,4
2016-03-01,GGOEGDWC020199,Drinkware,8.99,26,33
2016-03-01,GGOEGDWC020199,Drinkware,44.95,3,14
2016-03-01,GGOEGDWC020199,Drinkware,89.9,0,0
2016-03-01,GGOEGDWC020199,Drinkware,71.9,3,40
2016-03-01,GGOEGDWC020199,Drinkware,116.87,1,13
2016-03-01,GGOEGDWC020199,Drinkware,21.57,4,10
2016-03-01,GGOEGDWC020199,Drinkware,93.47,0,0
2016-03-01,GGOEGDWC020199,Drinkware,258.84,0,0
2016-03-01,GGOEGDWC020199,Drinkware,17.98,3,4
2016-03-01,GGOEGDWC020199,Drinkware,100.66,2,61
2016-03-01,GGOEGDWC020199,Drinkware,28.76,0,0
2016-03-01,GGOEGDWC020199,Drinkware,404.55,1,94
2016-03-01,GGOEGDWC020199,Drinkware,57.52,1,8
2016-03-01,GGOEGDWC020199,Drinkware,26.97,2,6
2016-03-01,GGOEGDWC020199,Drinkware,215.7,0,0
2016-03-01,GGOEGDWC020199,Drinkware,143.8,0,0
2016-03-01,GGOEGEHQ072499,Electronics,114.95,3,6
2016-03-01,GGOEGEHQ072499,Electronics,275.85,1,22
2016-03-01,GGOEGEHQ072499,Electronics,367.8,2,24
2016-03-01,GGOEGEHQ072499,Electronics,73.56,1,13
2016-03-01,GGOEGEHQ072499,Electronics,22.99,0,0
2016-03-01,GGOEGESB015199,Electronics,59.99,0,0
2016-03-01,GGOEGESB015199,Electronics,119.98,2,14
2016-03-01,GGOEGETR014599,Electronics,169.9,3,60
2016-03-01,GGOEGETR014599,Electronics,84.95,0,0
2016-03-01,GGOEGETR014599,Electronics,67.96,1,2
2016-03-01,GGOEGETR014599,Electronics,254.85,0,0
2016-03-01,GGOEGETR014599,Electronics,40.77,2,10
2016-03-01,GGOEGETR014599,Electronics,33.98,1,8
2016-03-01,GGOEGETR014599,Electronics,407.7,2,98
2016-03-01,GGOEGETR014599,Electronics,176.67,1,40
2016-03-01,GGOEGETR014599,Electronics,54.36,0,0
2016-03-01,GGOEGETR014599,Electronics,13.59,2,3
2016-03-01,GGOEGFKQ020399,Office,1.59,0,0
2016-03-01,GGOEGFKQ020399,Office,1.99,59,90
2016-03-01,GGOEGFKQ020399,Office,7.96,1,17
2016-03-01,GGOEGFKQ020399,Office,9.54,3,24
2016-03-01,GGOEGFKQ020399,Office,39.8,0,0
2016-03-01,GGOEGFKQ020399,Office,15.9,2,38
2016-03-01,GGOEGFKQ020399,Office,3.98,9,13
2016-03-01,GGOEGFKQ020399,Office,3.18,0,0
2016-03-01,GGOEGFKQ020399,Office,7.95,4,19
2016-03-01,GGOEGFKQ020399,Office,159.0,1,201
2016-03-01,GGOEGFKQ020399,Office,19.9,1,19
2016-03-01,GGOEGFKQ020399,Office,49.75,0,0
2016-03-01,GGOEGFKQ020399,Office,95.4,1,124
2016-03-01,GGOEGFKQ020399,Office,47.7,1,47
2016-03-01,GGOEGFKQ020399,Office,4.77,2,7
2016-03-01,GGOEGFKQ020399,Office,31.8,1,21
2016-03-01,GGOEGFKQ020399,Office,63.6,1,84
2016-03-01,GGOEGFKQ020399,Office,39.75,2,50
2016-03-01,GGOEGFKQ020399,Office,47.76,0,0
2016-03-01,GGOEGFKQ020399,Office,99.5,1,53
2016-03-01,GGOEGFKQ020399,Office,5.97,0,0
2016-03-01,GGOEGFKQ020799,Office,4.78,0,0
2016-03-01,GGOEGFKQ020799,Office,7.17,0,0
2016-03-01,GGOEGFKQ020799,Office,2.39,4,10
